runId,found,totalTimeMs,fitness,heuristic,nbWires,nbComparators,limit,SUBSUMPTION,FITNESS_RANDOM,VARIANCE_RANDOM
4,1,187,FitnessArticleFormula,Greedy,7,16,100,false,true,false
5,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
5,1,16,FitnessArticleFormula,Greedy,4,5,100,false,true,false
5,1,0,FitnessArticleFormula,Greedy,5,9,100,false,true,false
5,1,38,FitnessArticleFormula,Greedy,6,12,100,false,true,false
5,1,182,FitnessArticleFormula,Greedy,7,16,100,false,true,false
6,1,7,FitnessArticleFormula,Greedy,3,3,100,false,true,false
6,1,2,FitnessArticleFormula,Greedy,4,5,100,false,true,false
6,1,12,FitnessArticleFormula,Greedy,5,9,100,false,true,false
6,1,30,FitnessArticleFormula,Greedy,6,12,100,false,true,false
6,1,181,FitnessArticleFormula,Greedy,7,16,100,false,true,false
7,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
7,1,12,FitnessArticleFormula,Greedy,4,5,100,false,true,false
7,1,2,FitnessArticleFormula,Greedy,5,9,100,false,true,false
7,1,37,FitnessArticleFormula,Greedy,6,12,100,false,true,false
7,1,178,FitnessArticleFormula,Greedy,7,16,100,false,true,false
8,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
8,1,9,FitnessArticleFormula,Greedy,4,5,100,false,true,false
8,1,12,FitnessArticleFormula,Greedy,5,9,100,false,true,false
8,1,21,FitnessArticleFormula,Greedy,6,12,100,false,true,false
8,1,169,FitnessArticleFormula,Greedy,7,16,100,false,true,false
9,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
9,1,14,FitnessArticleFormula,Greedy,4,5,100,false,true,false
9,1,25,FitnessArticleFormula,Greedy,5,9,100,false,true,false
9,1,23,FitnessArticleFormula,Greedy,6,12,100,false,true,false
9,1,188,FitnessArticleFormula,Greedy,7,16,100,false,true,false
10,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
10,1,15,FitnessArticleFormula,Greedy,4,5,100,false,true,false
10,1,14,FitnessArticleFormula,Greedy,5,9,100,false,true,false
10,1,19,FitnessArticleFormula,Greedy,6,12,100,false,true,false
10,1,194,FitnessArticleFormula,Greedy,7,16,100,false,true,false
11,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
11,1,16,FitnessArticleFormula,Greedy,4,5,100,false,true,false
11,1,1,FitnessArticleFormula,Greedy,5,9,100,false,true,false
11,1,22,FitnessArticleFormula,Greedy,6,12,100,false,true,false
11,1,186,FitnessArticleFormula,Greedy,7,16,100,false,true,false
12,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
12,1,18,FitnessArticleFormula,Greedy,4,5,100,false,true,false
12,1,0,FitnessArticleFormula,Greedy,5,9,100,false,true,false
12,1,41,FitnessArticleFormula,Greedy,6,12,100,false,true,false
12,1,191,FitnessArticleFormula,Greedy,7,16,100,false,true,false
13,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
13,1,16,FitnessArticleFormula,Greedy,4,5,100,false,true,false
13,1,31,FitnessArticleFormula,Greedy,5,9,100,false,true,false
13,1,30,FitnessArticleFormula,Greedy,6,12,100,false,true,false
13,1,192,FitnessArticleFormula,Greedy,7,16,100,false,true,false
14,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
14,1,15,FitnessArticleFormula,Greedy,4,5,100,false,true,false
14,1,10,FitnessArticleFormula,Greedy,5,9,100,false,true,false
14,1,24,FitnessArticleFormula,Greedy,6,12,100,false,true,false
14,1,181,FitnessArticleFormula,Greedy,7,16,100,false,true,false
15,1,11,FitnessArticleFormula,Greedy,3,3,100,false,true,false
15,1,0,FitnessArticleFormula,Greedy,4,5,100,false,true,false
15,1,15,FitnessArticleFormula,Greedy,5,9,100,false,true,false
15,1,33,FitnessArticleFormula,Greedy,6,12,100,false,true,false
15,1,181,FitnessArticleFormula,Greedy,7,16,100,false,true,false
16,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
16,1,19,FitnessArticleFormula,Greedy,4,5,100,false,true,false
16,1,15,FitnessArticleFormula,Greedy,5,9,100,false,true,false
16,1,18,FitnessArticleFormula,Greedy,6,12,100,false,true,false
16,1,202,FitnessArticleFormula,Greedy,7,16,100,false,true,false
17,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
17,1,16,FitnessArticleFormula,Greedy,4,5,100,false,true,false
17,1,12,FitnessArticleFormula,Greedy,5,9,100,false,true,false
17,1,30,FitnessArticleFormula,Greedy,6,12,100,false,true,false
17,1,179,FitnessArticleFormula,Greedy,7,16,100,false,true,false
18,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
18,1,16,FitnessArticleFormula,Greedy,4,5,100,false,true,false
18,1,23,FitnessArticleFormula,Greedy,5,9,100,false,true,false
18,1,25,FitnessArticleFormula,Greedy,6,12,100,false,true,false
18,1,201,FitnessArticleFormula,Greedy,7,16,100,false,true,false
19,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
19,1,13,FitnessArticleFormula,Greedy,4,5,100,false,true,false
19,1,18,FitnessArticleFormula,Greedy,5,9,100,false,true,false
19,1,27,FitnessArticleFormula,Greedy,6,12,100,false,true,false
19,1,263,FitnessArticleFormula,Greedy,7,16,100,false,true,false
20,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
20,1,16,FitnessArticleFormula,Greedy,4,5,100,false,true,false
20,1,17,FitnessArticleFormula,Greedy,5,9,100,false,true,false
20,1,33,FitnessArticleFormula,Greedy,6,12,100,false,true,false
